0,0,2010-05-22T02:49:04Z,30.248923845,-97.74962604049999
0,1,2010-05-22T19:13:12Z,38.9852462167,-94.60591865
0,2,2010-05-23T16:50:50Z,39.0935326667,-94.5931743
0,3,2010-05-26T14:16:56Z,30.2679095833,-97.74931241670001
0,4,2010-05-27T22:39:52Z,30.2691029532,-97.7493953705
0,5,2010-05-30T06:17:57Z,37.7953388902,-122.3937249184
0,6,2010-05-31T20:10:37Z,30.2448597206,-97.7571630478
0,7,2010-06-02T00:28:29Z,30.251046205799998,-97.74932429190001
0,4,2010-06-02T15:48:11Z,30.2691029532,-97.7493953705
0,8,2010-06-03T22:45:08Z,30.213861189299998,-97.7694153786
0,9,2010-06-04T17:45:21Z,30.2510314833,-97.754092
0,4,2010-06-04T21:10:51Z,30.2691029532,-97.7493953705
0,10,2010-06-05T01:05:27Z,30.2794862333,-97.7599647667
0,11,2010-06-05T19:48:24Z,30.2637747742,-97.77065992360001
0,12,2010-06-05T22:46:27Z,30.2624620667,-97.7623715333
0,13,2010-06-06T14:16:18Z,32.8974616458,-97.04034805299999
0,14,2010-06-06T18:48:32Z,37.616356064899996,-122.3861503601
0,15,2010-06-06T22:11:04Z,37.7826046833,-122.4076080167
0,16,2010-06-06T22:40:29Z,37.783129592399995,-122.4038743973
0,17,2010-06-07T06:01:04Z,37.7815086,-122.4050282333
0,16,2010-06-07T11:06:13Z,37.783129592399995,-122.4038743973
0,16,2010-06-07T16:34:13Z,37.783129592399995,-122.4038743973
0,18,2010-06-08T02:29:37Z,37.7854359476,-122.4039494991
0,19,2010-06-08T17:03:24Z,37.7825583,-122.4001254333
0,15,2010-06-08T20:26:32Z,37.7826046833,-122.4076080167
0,20,2010-06-09T00:39:03Z,37.7614446392,-122.4239587784
0,21,2010-06-09T19:20:01Z,37.7881916086,-122.4012136459
0,22,2010-06-10T00:04:04Z,37.7857173715,-122.3992462045
0,19,2010-06-10T02:28:46Z,37.7825583,-122.4001254333
0,23,2010-06-10T03:21:53Z,37.779557700000005,-122.39790915
0,24,2010-06-10T19:52:54Z,37.7864788714,-122.403563261
0,16,2010-06-10T22:53:50Z,37.783129592399995,-122.4038743973
0,25,2010-06-12T02:09:29Z,39.0369789909,-94.58718672149999
0,26,2010-06-12T19:16:57Z,38.9989524833,-94.5939345333
0,7,2010-06-16T00:09:30Z,30.251046205799998,-97.74932429190001
0,4,2010-06-17T16:35:00Z,30.2691029532,-97.7493953705
